13	88
32	32
0	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	4	6	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	9	9	9	10	11	12	13	9	14	9	9	9	9	12	13	9	9	15	9	9	9	9	16	9	9	9	9	9	16	15	17	9	9	9	9	9	14	9	9	18	9	9	9	9	19	9	9	9	9	9	10	11	9	9	9	12	13	14	9	9	9	9	9	9	9	9	9	9	9	9	9	15	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	9	9	9	14	9	21	9	9	12	13	9	9	16	9	9	9	16	9	9	10	11	9	9	9	9	9	17	9	9	9	19	9	12	22	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	23	9	9	9	9	9	9	9	9	9	9	12	13	12	13	9	9	10	11	9	9	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	9	9	9	9	16	15	9	9	9	9	9	9	12	13	9	12	13	9	9	14	9	9	9	9	9	9	19	9	9	9	9	18	9	15	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	9	9	9	9	9	9	9	9	24	25	14	9	21	9	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	17	9	9	9	17	9	10	11	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	11	26	27	28	9	29	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	21	9	30	31	9	9	15	16	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	19	9	9	9	19	9	14	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	14	9	32	33	34	9	9	35	36	36	36	36	36	36	37	9	9	9	9	9	9	9	9	9	9	9	9	9	9	15	9	38	39	9	9	9	9	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	40	41	42	43	43	43	43	43	43	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	38	39	9	9	9	9	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	38	39	9	9	9	9	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	44	45	46	9	9	9	9	47	48	9	9	9	9	9	9	9	9	49	46	9	9	9	9	9	9	9	9	9	9	9	9	9	9	44	50	9	9	9	9	9	9	9	9	9	9	9	9	9	44	45	51	9	9	9	9	9	9	9	9	9	9	9	9	9	9	52	53	38	39	9	9	9	9	9	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	54	55	56	9	57	58	9	9	9	9	9	9	9	59	60	28	9	61	56	44	45	51	9	9	9	9	9	9	9	9	9	9	9	54	62	9	9	9	9	9	9	9	9	9	9	9	9	9	54	55	63	9	9	9	9	9	9	9	9	9	9	9	9	9	9	64	65	66	67	68	69	9	70	71	20	7	7	7	7	7	7	7	7	7	7	
8	9	9	9	9	9	9	72	73	74	28	9	9	75	76	77	78	79	80	9	9	9	54	55	63	9	9	81	71	9	9	9	9	9	9	9	9	9	9	9	9	82	83	83	84	85	9	86	87	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	64	65	88	89	9	9	81	90	91	20	7	7	7	92	93	94	95	7	7	7	
96	97	98	99	9	100	101	76	102	103	80	104	105	106	107	108	109	79	80	9	9	9	75	9	9	9	70	110	111	112	70	71	9	9	9	9	9	9	9	9	113	114	115	116	117	80	118	119	9	9	120	9	120	9	9	9	9	9	104	121	71	9	122	123	58	9	9	26	124	65	125	126	9	9	127	128	129	20	7	7	7	130	131	132	133	7	134	135	
136	137	138	139	112	140	141	142	143	144	80	145	146	147	148	149	150	151	152	153	154	155	156	156	157	158	159	160	161	162	159	163	164	165	87	9	9	140	141	166	167	168	169	170	144	80	171	9	9	172	173	9	174	175	140	141	176	177	145	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	7	7	134	197	198	93	7	7	199	200	
